Ê³ÎïÃû³Æ,ÄÜÁ¿£¨Ç§¿¨£©,µ°°×ÖÊ£¨¿Ë£©,Ö¬·¾£¨¿Ë£©,Ì¼Ë®»¯ºÏÎï£¨¿Ë£©,´ÖÏËÎ¬£¨¿Ë£©,µ¥²»±¥ºÍÖ¬·¾Ëá£¨¿Ë£©,¶à²»±¥ºÍÖ¬·¾Ëá£¨¿Ë£©,ºúÂÜ²·ËØ£¨Î¢¿Ë£©,Ò¶»ÆËØÀà£¨Î¢¿Ë£©,¸Æ£¨ºÁ¿Ë£©,Ã¾£¨ºÁ¿Ë£©,ÄÆ£¨ºÁ¿Ë£©,¼Ø£¨ºÁ¿Ë£©,Á×£¨ºÁ¿Ë£©,Áò£¨ºÁ¿Ë£©,ÂÈ£¨ºÁ¿Ë£©,Ìú£¨ºÁ¿Ë£©,Ð¿£¨ºÁ¿Ë£©,Îø£¨Î¢¿Ë£©,Í­£¨ºÁ¿Ë£©,ÃÌ£¨ºÁ¿Ë£©,Î¬ÉúËØA£¨Î¢¿Ë£©,Î¬ÉúËØC£¨ºÁ¿Ë£©,Î¬ÉúËØE£¨ºÁ¿Ë£©,Î¬ÉúËØB1£¨Áò°·ËØ£©£¨ºÁ¿Ë£©,Î¬ÉúËØB2£¨ºË»ÆËØ£©£¨ºÁ¿Ë£©,Î¬ÉúËØB3£¨ÑÌËá£©£¨ºÁ¿Ë£©,Î¬ÉúËØB4£¨µ¨¼î£©£¨ºÁ¿Ë£©,Î¬ÉúËØB5£¨·ºËá£©£¨ºÁ¿Ë£©,Î¬ÉúËØB6£¨ºÁ¿Ë£©,Î¬ÉúËØB9£¨Ò¶Ëá£©£¨Î¢¿Ë£©,Î¬ÉúËØB12£¨Î¢¿Ë£©,Î¬ÉúËØB14£¨Ìð²Ë¼î£©£¨ºÁ¿Ë£©,ÁÁ°±Ëá£¨ºÁ¿Ë£©,µ°°±Ëá£¨ºÁ¿Ë£©,ËÕ°±Ëá£¨ºÁ¿Ë£©,Àµ°±Ëá£¨ºÁ¿Ë£©,É«°±Ëá£¨ºÁ¿Ë£©,çÓ°±Ëá£¨ºÁ¿Ë£©,×é°±Ëá£¨ºÁ¿Ë£©,ÒìÁÁ°±Ëá£¨ºÁ¿Ë£©
ÓóÍ·,81,2.2,0.2,18.1,1,0.016,0.083,35,20,36,23,33.1,378,55,14.5,51.04,1,0.49,1.45,0.37,0.3,0,6,0.45,0.06,0.05,0.7,17.3,0.303,0.1,31.3,0,0,171,19,92,85,42,112,40,75
É½Ò©£¨¸É£©,327,9.4,1,70.8,1.4,0,0,0,0,62,0,104.2,269,17,0.03,160.68,0.4,0.95,3.08,0.63,0.23,0,0,0.44,0.25,0.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ÇíÖ¬,26,0.54,0.03,6.75,0.5,0.003,0.01,0,0,54,67,9,226,5,0.000535,13.878,1.86,0.58,0.7,0.061,0.373,0,0,0.87,0.005,0.022,0.055,6,0.302,0.032,85,0,0,0,0,0,0,0,0,0,0
É³¸ð£¨¶¹Êí¡¢Á¹Êí£©,57,0.9,0.1,13.4,0.8,0.005,0.043,13,0,21,14,5.5,111,24,3.11,8.48,0.6,0.23,0.16,0.07,0.11,6.3,13,0.86,0.03,0.03,0.3,13.6,0.135,0.042,12,0,0,25,7,0,26,18,22,19,16
É½Ò©,327,9.4,1,70.8,1.4,0.006,0.076,83,0,16,20,18.6,213,34,11.16,28.68,0.3,0.27,0.55,0.24,0.12,41.4,5,0.24,0.25,0.28,0.3,16.5,0.314,0.293,23,0,0,114,22,54,61,28,64,27,74
´È¹½£¨Êì£©,78,4.49,0.1,16.14,0,0,0,0,0,7,49,18,881,197,0.015408,27.756,1.21,0.22,0.6,0.135,0.285,0,0.3,0,0.144,0.06,1.16,0,0.449,0.206,9,0,0,0,0,0,0,0,0,0,0
ÏãÆÑ,25,1.18,0,5.14,4.5,0,0,6,76,54,63,109,309,45,0.002461,168.078,0.91,0.24,0.6,0.041,0.76,3.3,0.7,0,0.023,0.025,0.44,23.7,0.234,0.123,3,0,1.1,0,0,0,0,0,0,0,0
Á«Åº,74,2.6,0.1,17.23,4.9,0.02,0.02,0,0,45,23,40,556,100,10.6211,61.68,1.16,0.39,0.7,0.257,0.261,0,44,0,0.16,0.22,0.4,0,0.377,0.258,13,0,0,69,22,51,94,20,55,38,54
Ý»²Ë,21,1.4,0.1,3.8,0.5,0,0,0,0,42,3,7.9,2,17,4.34,12.18,2.4,0.67,0.67,0.04,0.26,0,0,0.9,0,0.01,0.1,0,0,0,0,0,0,86,9,49,81,6,61,31,44
Ë®ÇÛ,32,2.6,0.7,5.5,1.1,0.239,0.228,4150,12500,81,38,14,606,76,0.00856,21.588,1.3,0.23,0.9,0.17,0.553,2075.1,69,0.7,0.08,0.26,1,19.5,0.242,0.247,80,0,0.2,0,0,0,0,0,0,0,0
´óÊí£¨²ÎÊí£©,108,2.1,0.2,24.9,1.1,0,0,0,0,10,16,0,0,45,0.01,0,0.8,0.38,0.74,0.17,0,0,0,0.25,0.05,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ý©Üù,61,1.2,0.2,14.2,1.1,0,0,0,0,4,12,15.7,306,44,6.7,24.21,0.6,0.34,0.7,0.07,0.11,0,7,0.65,0.02,0.02,0.7,0,0,0,0,0,0,58,15,35,54,19,49,22,23
Üú°×,26,1.2,0.2,5.9,1.9,0,0,0,0,4,8,5.8,209,36,4.27,8.94,0.4,0.33,0.45,0.06,0.49,0,5,0.99,0.02,0.03,0.5,0,0,0,0,0,0,66,0,39,61,16,49,18,39
Ë®ÇÛ²Ë,13,1.4,0.2,1.8,0.9,0,0,0,0,38,16,40.9,212,32,6.69,63.07,6.9,0.38,0.81,0.1,0.79,0,5,0.32,0.01,0.19,1,0,0,0,0,0,0,74,10,51,67,21,67,31,47
ÆÑ²Ë£¨ÏãÆÑ¡¢¸ÊÆÑ¡¢Ò°Üú°×£©,14,1.2,0.1,2.4,0.9,0,0,6,76,53,0,0,0,24,0,0,0.2,0,0,0,0,3.3,6,0,0.03,0.04,0.5,23.7,0.234,0.123,3,0,1.1,0,0,0,0,0,0,0,0
Åº£¨Á«Åº£©,73,1.9,0.2,16.4,1.2,0.02,0.02,0,0,39,19,44.2,243,58,17.28,68.16,1.4,0.23,0.39,0.11,1.3,0,44,0.73,0.09,0.03,0.3,0,0.377,0.05,10.3,0,0,65,39,59,60,26,57,32,44
Áâ½Ç,101,4.5,0.1,21.4,1.7,0,0,0,0,7,49,5.8,437,93,0.02,8.94,0.6,0.62,0,0.18,0.38,0,13,0,0.19,0.06,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
·Û¸ð£¨¸ð¡¢¸ðÊí£©,150,2.2,0.2,36.1,2.4,0,0,0,0,0,0,0,0,48,0.01,0,1.3,0,1.22,0,0.2,0,24,0,0.09,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
¶¹°ê²Ë£¨Î÷Ñó²Ë£©,20,2.9,0.5,1.5,1.2,0.008,0.035,1914,5767,30,9,61.2,179,26,13,94.37,1,0.69,0.7,0.06,0.25,0,52,0.59,0.01,0.11,0.3,9,0.31,0.129,9,0,0,165,17,103,147,0,120,148,87
´È¹Ã,97,4.6,0.2,19.9,1.4,0,0,0,0,14,24,39.1,707,157,0.01,60.29,2.2,0.99,0.92,0.22,0.39,0,4,2.16,0.14,0.07,1.6,0,0.599,0.26,14,0,0,0,0,0,0,0,0,0,0
×ØéµÐÄ,115,2.7,0.2,25.61,1.5,0.005,0.089,41,0,18,10,14,1806,140,0.00535,21.588,1.69,3.73,0.7,0.644,0,20.4,8,0.5,0.05,0.18,0.9,0,0,0.81,24,0,0,0,0,0,0,0,0,0,0
ËÄÀâ¶¹Ò¶,74,5.85,1.1,14.1,0,0.285,0.213,0,0,224,8,9,176,63,33.8741,13.878,4,1.28,0.9,0.456,1.367,2427,45,0,0.833,0.602,3.472,0,0.136,0.232,16,0,0,359,64,182,228,116,245,82,204
èøé¡£¨Êì£©,40,0.29,0.07,10.98,3.7,0.005,0.034,0,0,8,5,5,5,4,0,7.71,0.16,0.31,0.9,0.202,0.539,60,30,0,0,0.3,3.5,0,0.063,0.179,15,0,0,0,0,0,0,0,0,0,0
´ÌÝ¡Âé£¨ìÌ¹ý£©,42,2.71,0.11,7.49,6.9,0,0,1264,4178,481,57,4,334,71,0.000856,6.168,1.64,0.34,0.3,0.076,0.779,603.3,0,0,0.008,0.16,0.388,17.4,0,0.103,14,0,21.4,0,0,0,0,0,0,0,0
ÄÏ¹ÏÒ¶£¨Êì¡¢¼ÓÑÎ£©,21,2.72,0.22,3.39,2.7,0.029,0.012,960,1747,43,38,244,438,79,17.3213,376.248,3.2,0.2,0.9,0.133,0.355,480,1,0.96,0.068,0.136,0.85,0,0.042,0.196,25,0,0,274,47,135,173,35,157,44,135
ÄÏ¹ÏÒ¶,19,3.15,0.4,2.33,0,0.052,0.022,0,0,39,38,11,436,104,20.1641,16.962,2.22,0.2,0.9,0.133,0.355,582.6,11,0,0.094,0.128,0.92,0,0.042,0.207,36,0,0,318,54,156,200,41,181,50,156
ÄÏ¹ÏÒ¶£¨Êì£©,21,2.72,0.22,3.39,2.7,0.029,0.012,960,1747,43,38,8,438,79,17.3213,12.336,3.2,0.2,0.9,0.133,0.355,480,1,0.96,0.068,0.136,0.85,21,0.042,0.196,25,0,0,274,47,135,173,35,157,44,135
ÁðÁ§ÜÄ,25,2.09,0.81,3.55,0,0.245,0.127,0,0,102,57,88,491,55,0.006313,135.696,3.64,0.22,0.9,0.143,0.385,1315.5,32.5,0,0.059,0.165,0.94,0,0.045,0.088,10,0,0,0,0,0,0,0,0,0,0
ÖñËñ,27,2.6,0.3,5.2,2.2,0.007,0.134,12,0,13,3,4,533,59,12.34,6.168,0.5,1.1,0.8,0.19,0.262,6,4,1,0.15,0.07,0.6,0,0.161,0.24,7,0,0,140,30,86,134,27,106,42,88
Ìð²ËÒ¶,22,2.2,0.13,4.33,3.7,0.026,0.046,3797,1503,117,70,226,762,41,9.4877,348.492,2.57,0.38,0.9,0.191,0.391,1897.8,30,1.5,0.1,0.22,0.4,0.4,0.25,0.106,15,0,0,98,18,65,64,35,65,34,46
Ìð²ËÒ¶£¨Êì£©,27,2.57,0.2,5.46,2.9,0.038,0.07,4594,1819,114,68,241,909,41,10.9355,371.622,1.9,0.5,0.9,0.251,0.514,2296.2,24.9,1.81,0.117,0.289,0.499,0.5,0.329,0.132,14,0,0.3,115,21,76,75,40,76,39,53
ÖñËñ£¨Êì£©,11,1.53,0.22,1.52,1,0.005,0.098,0,0,12,3,240,533,20,7.12814,370.08,0.24,0.47,0.4,0.082,0.113,0,0,0,0.02,0.05,0.3,0,0.066,0.098,2,0,0,82,17,50,79,16,62,25,51
ÆÏÌÑÒ¶,93,5.6,2.12,17.31,11,0.081,1.065,16823,1756,363,95,9,272,91,0.00428,13.878,2.63,0.67,0.9,0.415,2.855,8256.3,11.1,2,0.04,0.354,2.362,12.8,0.231,0.4,83,0,0,0,0,0,0,0,0,0,0
Ìð²ËÒ¶£¨Êì£©,27,2.57,0.2,5.46,2.9,0.038,0.07,4594,1819,114,68,477,909,41,10.9355,735.534,1.9,0.5,0.9,0.251,0.514,2296.2,24.9,1.81,0.117,0.289,0.499,42.5,0.329,0.132,14,0,0.2,115,21,76,75,40,76,39,53
ÁðÁ§ÜÄ£¨Êì£©,25,2.09,0.81,3.55,0,0.245,0.127,0,0,102,57,324,491,55,0.006313,499.608,3.64,0.22,0.9,0.143,0.385,1315.5,32.5,0,0.059,0.165,0.94,0,0.045,0.088,10,0,0,0,0,0,0,0,0,0,0
ÖñËñ£¨Êì£©,12,1.53,0.22,1.92,1,0.005,0.098,0,0,12,3,4,533,20,7.12814,6.168,0.24,0.47,0.4,0.082,0.113,0,0,0,0.02,0.05,0.3,0,0.066,0.098,2,0,0,82,17,50,79,16,62,25,51
ÖñËñ£¨¹ÞÍ·£©,19,1.72,0.4,3.22,1.4,0.009,0.178,8,0,8,4,7,80,25,8.04078,10.794,0.32,0.65,0.5,0.114,0.157,3.9,1.1,0.63,0.026,0.026,0.14,0,0.092,0.136,3,0,0,93,20,57,89,18,71,28,58
Â«Ëñ£¨Àä¶³£©,24,3.23,0.23,4.1,1.9,0.007,0.101,0,0,25,14,8,253,64,16.8239,12.336,0.73,0.59,1.7,0.137,0.203,284.4,31.8,0,0.121,0.131,1.202,0,0.184,0.111,191,0,0,140,31,90,153,31,124,50,119
Â«Ëñ£¨Àä¶³¡¢Êì£©,18,2.95,0.42,1.92,1.6,0.013,0.185,483,618,18,10,240,172,49,15.372,370.08,0.56,0.41,3.9,0.105,0.14,241.8,24.4,1.2,0.065,0.103,1.038,20.9,0.158,0.02,135,0,0.7,128,28,82,140,29,114,46,109
Â«Ëñ£¨Àä¶³¡¢Êì£©,18,2.95,0.42,1.92,1.6,0.013,0.185,483,618,18,10,3,172,49,15.372,4.626,0.56,0.41,3.9,0.105,0.14,241.8,24.4,1.2,0.065,0.103,1.038,20.9,0.158,0.02,135,0,0.7,128,28,82,140,29,114,46,109
Â«Ëñ£¨Êì£©,22,2.4,0.22,4.11,2,0,0.105,604,771,23,14,240,224,54,16.4053,370.08,0.91,0.6,6.1,0.165,0.154,301.8,7.7,1.5,0.162,0.139,1.084,26.1,0.225,0.079,149,0,0.9,140,34,92,113,29,125,53,82
Â«Ëñ£¨¹ÞÍ·£©,15,1.8,0.18,2.48,1,0.006,0.079,465,595,15,9,26,172,38,9.26778,40.092,0.6,0.47,1.6,0.107,0.152,232.8,16.5,0.29,0.054,0.089,0.851,0,0.124,0.098,85,0,0,78,17,50,85,18,69,28,66
Â«Ëñ£¨¹Þ×°£©,19,2.14,0.65,2.46,1.6,0.021,0.284,493,630,16,10,287,172,43,11.1965,442.554,1.83,0.4,1.7,0.096,0.17,246.6,18.4,1.22,0.061,0.1,0.954,21.4,0.139,0.11,96,0,0.7,93,21,60,101,21,82,33,79
ÂÜ²·Ò¶,32,1.5,0.3,7.13,3.2,0.02,0.12,6952,12825,190,31,40,296,42,11.8565,61.68,1.1,0.19,1.2,0.35,0.466,3476.1,60,2.86,0.07,0.1,0.6,0,0.38,0.263,194,0,0,137,34,82,98,26,102,36,78
ÁúÉàÀ¼,68,0.52,0.15,16.23,6.6,0,0,22,0,417,55,14,127,7,4.0741,21.588,1.8,0.15,0.4,0.138,0.094,11.1,4,0.23,0.029,0.039,0.162,0,0.041,0.055,7,0,0,25,9,14,28,8,22,8,14
ÁúÉàÀ¼£¨¸É£©,341,1.71,0.69,81.98,15.6,0,0,11,0,770,207,14,767,37,0.002247,21.588,3.64,12.1,0.6,0.189,0.337,5.4,0.3,0.76,0.021,0.644,0.87,0,0.15,0.216,7,0,0,0,0,0,0,0,0,0,0
ÜÈ²ËÒ¶,23,2.46,0.33,4.02,0,0.076,0.147,0,0,215,55,20,611,50,15.4859,30.84,2.32,0.9,0.9,0.162,0.885,875.1,43.3,0,0.027,0.158,0.658,0,0.064,0.192,85,0,0,195,36,99,127,31,137,52,119
Âä¿û,19,1.8,0.3,3.4,0,0,0,0,0,109,65,24,510,52,11.2993,37.008,1.2,0.43,0.8,0.107,0.735,2400,102,0,0.05,0.155,0.5,0,0.053,0.24,140,0,0,101,19,55,86,28,65,39,53
ÜÈ²ËÒ¶£¨Êì£©,21,2.11,0.18,4.11,0,0.041,0.08,0,0,209,55,257,641,72,13.3421,396.294,2.26,0.88,0.9,0.158,0.861,831,41.1,0,0.02,0.134,0.559,0,0.062,0.177,57,0,0,167,31,85,109,27,118,44,102
ÁúÉàÀ¼£¨Êì£©,135,0.99,0.29,32,10.6,0,0,68,0,460,39,13,59,9,0.001284,20.046,3.55,0.25,0.2,0.112,0.142,33.9,0.3,0.36,0.012,0.099,0.162,8.8,0.041,0.087,3,0,0.4,0,0,0,0,0,0,0,0
ÓóÍ·Ò¶,42,4.98,0.74,6.7,3.7,0.06,0.307,2895,1932,107,45,3,648,60,34.0954,4.626,2.25,0.41,0.9,0.27,0.714,1447.5,52,2.02,0.209,0.456,1.513,12.8,0.084,0.146,126,0,0,392,79,167,246,48,256,114,260
ºìÊíÒ¶£¨Êì£©,35,2.18,0.34,7.38,1.9,0.012,0.134,1758,11494,33,48,7,312,40,17.971,10.794,0.63,0.26,0.9,0.033,0.229,881.7,1.5,0.96,0.112,0.267,1.003,21,0.2,0.16,49,0,0,0,50,0,132,20,0,0,0
ÎßÝ¼¸ÊÀ¶,37,1.08,0.16,8.62,2.3,0.025,0.088,1,20,43,20,12,305,53,0.00963,18.504,0.44,0.24,0.7,0.032,0.131,0.6,25,0.3,0.09,0.04,0.7,14.1,0.16,0.1,21,0,0,0,0,0,0,0,0,0,0
ÂÜ²·Ñ¿,43,3.81,2.53,3.6,0,0.419,1.141,0,0,51,44,6,86,113,0.010914,9.252,0.86,0.56,0.6,0.12,0.26,117.3,28.9,0,0.102,0.103,2.853,0,0.733,0.285,95,0,0,0,0,0,0,0,0,0,0
ºìÊíÒ¶,42,2.49,0.51,8.82,5.3,0.02,0.228,2259,14778,78,70,6,508,81,31.0557,9.252,0.97,0,0.9,0,0,1133.4,11,0,0.156,0.345,1.13,0,0.225,0.19,0,0,0,0,86,0,228,35,0,0,0
²¤²Ë,23,2.86,0.39,3.63,2.2,0.01,0.165,5626,12198,99,79,79,558,49,20.7483,121.818,2.71,0.53,1,0.13,0.897,2813.1,28.1,2.03,0.078,0.189,0.724,19.3,0.065,0.195,194,0,102.6,223,53,122,174,39,161,64,147
ÓóÍ·Ò¶£¨Êì£©,24,2.72,0.41,4.02,2,0.033,0.168,8516,0,86,20,2,460,27,18.6049,3.084,1.18,0.21,0.9,0.14,0.371,1271.4,35.5,0,0.139,0.38,1.267,21,0.044,0.072,48,0,0,214,43,91,134,26,140,62,142
²¤²Ë£¨Àä¶³£©,29,3.63,0.57,4.21,2.9,0,0.082,7035,12651,129,75,74,346,49,18.9331,114.108,1.89,0.56,6,0.144,0.704,3517.8,5.5,2.9,0.094,0.224,0.507,22.1,0.094,0.172,145,0,117.4,202,52,217,251,100,178,49,126
µÂ¹úËá²Ë£¨¹ÞÍ·£©,19,0.91,0.14,4.28,2.9,0.013,0.067,13,295,30,13,661,170,20,4.07325,1019.26,1.47,0.19,0.6,0.096,0.151,5.4,14.7,0.14,0.021,0.022,0.143,10.4,0.093,0.13,24,0,0.5,29,9,25,31,8,30,16,21
×ÏÒ¶¾ÕÜÄ,23,1.43,0.25,4.48,0.9,0.01,0.11,16,8832,19,13,22,302,40,1.72171,33.924,0.57,0.62,0.9,0.341,0.138,8.1,8,2.26,0.016,0.028,0.255,10.9,0.269,0.057,60,0,0,62,8,40,56,26,65,24,85
Âí³ÝÜÈ,20,2.03,0.36,3.39,0,0,0,0,0,65,68,45,494,44,0.005029,69.39,1.99,0.17,0.9,0.113,0.303,396,21,0,0.047,0.112,0.48,12.8,0.036,0.073,12,0,0,0,0,0,0,0,0,0,0
Å·ÖÞ·À·ç²Ý,75,1.2,0.3,17.99,4.9,0.112,0.047,0,0,36,29,10,375,71,0.00963,15.42,0.59,0.59,1.8,0.12,0.56,0,17,1.49,0.09,0.05,0.7,0,0.6,0.09,67,0,0,0,0,0,0,0,0,0,0
ÐÂÎ÷À¼²¤²Ë,14,1.5,0.2,2.5,1.5,0.005,0.084,0,0,58,39,130,130,28,0.00428,200.46,0.8,0.38,0.7,0.093,0.639,1320,30,1.42,0.04,0.13,0.5,0,0.312,0.304,15,0,0,0,0,0,0,0,0,0,0
Å·ÇÛ,36,2.97,0.79,6.33,3.3,0.295,0.124,5054,5561,138,50,56,554,58,12.7772,86.352,6.2,1.07,0.1,0.149,0.16,2527.2,133,0.75,0.086,0.098,1.313,12.8,0.4,0.09,152,0,0,204,42,122,181,45,172,61,118
½æ²Ë,27,2.86,0.42,4.67,3.2,0.092,0.038,1800,3770,115,32,20,384,58,0.00856,30.84,1.64,0.25,0.9,0.165,0,907.2,70,2.01,0.08,0.11,0.8,0.5,0.21,0.18,12,0,0,0,0,0,0,0,0,0,0
Éú²Ë£¨ºì£©,13,1.33,0.22,2.26,0.9,0.009,0.115,4495,1724,33,12,25,187,28,5.84985,38.55,1.2,0.2,1.5,0.028,0.203,2247.6,3.7,0.15,0.064,0.077,0.321,11.8,0.144,0.1,36,0,0.2,70,16,48,45,22,48,19,38
¾íÐÄÝ«ÜÄ,14,0.9,0.14,2.97,1.2,0.006,0.074,303,277,18,7,10,141,20,2.41439,15.42,0.41,0.15,0.1,0.025,0.125,150.6,2.8,0.18,0.041,0.025,0.123,6.7,0.091,0.042,29,0,0.1,25,5,25,24,9,24,9,18
¾Â²Ë£¨ÁÛ¾¥ºÍÏÂ²¿Ò¶£©,61,1.5,0.3,14.15,1.8,0.004,0.166,1000,1900,59,28,20,180,35,10.5514,30.84,2.1,0.12,1,0.12,0.481,500.1,12,0.92,0.06,0.03,0.4,9.5,0.14,0.233,64,0,0,96,18,63,78,12,56,25,52
Çò¾¥¸ÊÀ¶,27,1.7,0.1,6.2,3.6,0.007,0.048,22,0,24,19,20,350,46,4.66935,30.84,0.4,0.03,0.7,0.129,0.139,10.8,62,0.48,0.05,0.02,0.4,12.3,0.165,0.15,16,0,0,67,13,49,56,10,50,19,78
³¤Ò¶Ý«ÜÄ,17,1.23,0.3,3.29,2.1,0.012,0.16,5226,2312,33,14,8,247,30,4.8347,12.336,0.97,0.23,0.4,0.048,0.155,2613,4,0.13,0.072,0.067,0.313,9.9,0.142,0.074,136,0,0.1,76,15,43,64,10,55,21,45
Ý«ÜÄ,13,1.35,0.22,2.23,1.1,0.008,0.117,1987,1223,35,13,5,238,33,5.4191,7.71,1.24,0.2,0.6,0.016,0.179,993.6,3.7,0.18,0.057,0.062,0.357,8.4,0.15,0.082,73,0,0.1,71,14,41,56,13,54,17,39
ÜîÏã£¨ÁÛ¾¥£©,31,1.24,0.2,7.3,3.1,0.068,0.169,578,607,49,17,52,414,50,0.00107,80.184,0.73,0.2,0.7,0.066,0.191,288.9,12,0.58,0.01,0.032,0.64,13.2,0.232,0.047,27,0,0,0,0,0,0,0,0,0,0
Éú²Ë,15,1.36,0.15,2.87,1.3,0.006,0.082,4443,1730,36,13,28,194,29,7.71949,43.176,0.86,0.18,0.6,0.029,0.25,2221.5,9.2,0.22,0.07,0.08,0.375,13.6,0.134,0.09,38,0,0.2,79,16,59,84,9,70,22,84
ÓðÒÂ¸ÊÀ¶,35,2.92,1.49,4.42,4.1,0.104,0.673,2873,6288,254,33,53,348,55,16.3931,81.726,1.6,0.39,0.9,0.053,0.92,1443.6,93.4,0.66,0.113,0.347,1.18,0.5,0.37,0.147,62,0,0.3,205,29,131,175,35,159,172,175
¾ÕÜÄ,17,1.25,0.2,3.35,3.1,0.004,0.087,1300,0,52,15,22,314,28,5.68856,33.924,0.83,0.79,0.2,0.099,0.42,650.1,6.5,0.44,0.08,0.075,0.4,16.8,0.9,0.02,142,0,0,98,14,50,63,5,63,23,72
À±Ä¾Ò¶,64,9.4,1.4,8.28,2,0,0,0,0,185,42,9,337,112,63.8525,13.878,4,0.6,0.9,0.105,1.063,2269.2,51.7,0,0.257,0.66,2.22,0,0.125,1.2,40,0,0,791,123,411,537,144,611,196,451
Ë®ÇÛ£¨Êì£©,23,1.9,0.6,3.8,0.7,0.205,0.196,2790,8402,61,26,8,353,48,0.00642,12.336,0.8,0.15,0.9,0.114,0.372,1394.7,23,0.5,0.06,0.16,0.8,13.8,0.163,0.157,37,0,0,0,0,0,0,0,0,0,0
Ïã²ËÒ¶,23,2.13,0.52,3.67,2.8,0.275,0.04,3966,1067,67,26,46,521,48,0.007169,70.932,1.77,0.5,0.9,0.225,0.426,2024.4,27,2.5,0.067,0.162,1.114,12.8,0.57,0.149,62,0,0,0,0,0,0,0,0,0,0
ËáÄ£,22,2,0.7,3.2,2.9,0,0,0,0,44,103,4,390,63,7.52928,6.168,2.4,0.2,0.9,0.131,0.349,1200,48,0,0.04,0.1,0.5,0,0.041,0.122,13,0,0,167,35,94,115,0,133,54,102
ÇÛ²Ë,14,0.69,0.17,2.97,1.6,0.032,0.079,270,283,40,11,80,260,24,2.14525,123.36,0.2,0.13,0.4,0.035,0.103,134.7,3.1,0.27,0.021,0.057,0.32,6.1,0.246,0.074,36,0,0.1,32,5,20,27,9,27,12,21
¿é¸ùÇÛ²Ë,42,1.5,0.3,9.2,1.8,0.058,0.148,0,1,43,20,100,300,115,0.00535,154.2,0.7,0.33,0.7,0.07,0.158,0,8,0.36,0.05,0.06,0.7,9,0.352,0.165,8,0,0,0,0,0,0,0,0,0,0
ÓðÒÂ¸ÊÀ¶,32,3.02,0.61,5.42,4,0.03,0.201,3005,4351,232,27,17,213,25,13.7758,26.214,0.47,0.21,1.3,0.046,0.658,1505.7,35.3,2.26,0.054,0.13,0.742,23.2,0.267,0.165,129,0,0.4,151,33,86,117,31,120,47,100
¾Â²Ë,30,3.27,0.73,4.35,2.5,0.095,0.267,2612,323,92,42,3,296,58,7.74835,4.626,1.6,0.56,0.9,0.157,0.373,1305.9,58.1,0.21,0.078,0.115,0.647,5.2,0.324,0.138,105,0,0,195,36,128,163,37,145,57,139
»¨Ò¬²Ë,25,1.92,0.28,4.97,2,0.034,0.031,0,1,22,15,30,299,44,9.64535,46.26,0.42,0.27,0.6,0.039,0.155,0,48.2,0.08,0.05,0.06,0.507,44.3,0.667,0.184,57,0,0,106,20,76,217,20,125,56,71
¾ÕÜÄ,23,1.7,0.3,4.7,4,0.006,0.131,3430,10300,100,30,45,420,47,2.15642,69.39,0.9,0.42,0.3,0.295,0.429,1715.1,24,2.26,0.06,0.1,0.5,12.8,1.159,0.105,110,0,0,74,10,47,67,31,77,29,101
ÇqÇQ²Ë,19,1.8,0.2,3.74,1.6,0.04,0.07,3692,11000,51,81,213,379,46,4.08928,328.446,1.8,0.36,0.9,0.179,0.366,1834.8,30,1.89,0.04,0.09,0.4,18,0.172,0.099,14,0,0.3,130,19,83,99,17,110,36,147
»¨Ò¬²Ë£¨Àä¶³£©,24,2.01,0.27,4.68,2.3,0.019,0.128,7,31,22,12,24,193,35,12.1665,37.008,0.54,0.17,0.8,0.031,0.197,3.6,48.8,0.07,0.051,0.07,0.429,41.9,0.136,0.123,64,0,0,118,28,73,108,26,101,41,77
¾íÐÄ²Ë£¨ÖåÒ¶¸ÊÀ¶£©,27,2,0.1,6.1,3.1,0.007,0.049,600,77,35,28,28,230,42,8.84649,43.176,0.4,0.27,0.9,0.062,0.18,300,31,0.17,0.07,0.03,0.3,12.3,0.187,0.19,80,0,0.5,103,20,69,94,20,85,41,101
¾íÐÄ²Ë£¨ºìÉ«£©,31,1.43,0.16,7.37,2.1,0.012,0.08,670,329,45,16,27,243,30,6.22085,41.634,0.8,0.22,0.6,0.017,0.243,334.8,57,0.11,0.064,0.069,0.418,17.1,0.147,0.209,18,0,0.1,46,14,39,49,12,48,24,34
¾íÐÄ²Ë£¨Êì£©,23,1.27,0.06,5.51,1.9,0.019,0.023,48,27,48,15,8,196,33,5.52353,12.336,0.17,0.2,0.6,0.017,0.205,24,37.5,0.14,0.061,0.038,0.248,20.3,0.174,0.112,30,0,0.3,41,12,35,43,11,42,22,30
¾íÐÄ²Ë£¨ºìÉ«¡¢Êì£©,29,1.51,0.09,6.94,2.6,0.007,0.043,20,20,42,17,28,262,33,6.4886,43.176,0.66,0.25,2.3,0.054,0.223,9.9,34.4,0.12,0.071,0.06,0.382,21.4,0.154,0.225,24,0,0.1,49,14,41,51,13,50,26,36
